image_name,target
ISIC_0329910,0.2186786
ISIC_0330060,0.21553901
ISIC_0330886,0.15776852
ISIC_0332421,0.12833877
ISIC_0332456,0.3606429
ISIC_0334179,0.085274324
ISIC_0335244,0.17610733
ISIC_0335886,0.1120718
ISIC_0336093,0.3329807
ISIC_0338118,0.19898374
ISIC_0338587,0.06016754
ISIC_0339455,0.13773218
ISIC_0340198,0.078036465
ISIC_0340572,0.099764794
ISIC_0341315,0.14204177
ISIC_0343131,0.18002371
ISIC_0343283,0.4260343
ISIC_0346766,0.120855354
ISIC_0347157,0.1452739
ISIC_0348342,0.09842359
ISIC_0350347,0.11027775
ISIC_0350470,0.028024446
ISIC_0351156,0.23699193
ISIC_0351912,0.10778451
ISIC_0352620,0.088076994
ISIC_0353021,0.068581745
ISIC_0355377,0.103036806
ISIC_0358260,0.08779999
ISIC_0358623,0.07596879
ISIC_0359676,0.0657798
ISIC_0359720,0.110829376
ISIC_0361122,0.04422778
ISIC_0366488,0.112410285
ISIC_0367795,0.10020987
ISIC_0367988,0.41799945
ISIC_0368092,0.07522325
ISIC_0368696,0.039862085
ISIC_0369888,0.1698645
ISIC_0370322,0.11312141
ISIC_0371470,0.051524766
ISIC_0371907,0.19159853
ISIC_0372927,0.062102348
ISIC_0372955,0.067187704
ISIC_0372971,0.050253253
ISIC_0373723,0.048967697
ISIC_0375431,0.14856061
ISIC_0377642,0.13399753
ISIC_0378391,0.10126265
ISIC_0378668,0.13504708
ISIC_0379549,0.062280882
ISIC_0380224,0.09440856
ISIC_0381595,0.21330492
ISIC_0382931,0.13326535
ISIC_0383641,0.23682436
ISIC_0383780,0.050036073
ISIC_0385415,0.55056083
ISIC_0385463,0.13211317
ISIC_0385865,0.39664054
ISIC_0388802,0.1484979
ISIC_0389010,0.44922194
ISIC_0389392,0.123899266
ISIC_0389675,0.04907257
ISIC_0390209,0.1396023
ISIC_0391046,0.44293022
ISIC_0391777,0.052143414
ISIC_0392680,0.11675701
ISIC_0392931,0.0501921
ISIC_0393891,0.22071175
ISIC_0394533,0.07416169
ISIC_0394763,0.035055142
ISIC_0394802,0.33671728
ISIC_0395681,0.055518914
ISIC_0395885,0.048477482
ISIC_0398134,0.18782175
ISIC_0400652,0.03930937
ISIC_0401679,0.29262462
ISIC_0403198,0.13225627
ISIC_0406137,0.0987244
ISIC_0407054,0.071629494
ISIC_0407220,0.13229361
ISIC_0408372,0.06515873
ISIC_0408969,0.12111218
ISIC_0409388,0.07211042
ISIC_0410649,0.21363667
ISIC_0411243,0.10254707
ISIC_0414776,0.09078763
ISIC_0416431,0.089278534
ISIC_0416708,0.09938235
ISIC_0418978,0.07260652
ISIC_0419005,0.3265112
ISIC_0421107,0.07741841
ISIC_0424070,0.23266244
ISIC_0426960,0.1115575
ISIC_0427371,0.043705307
ISIC_0429551,0.051525455
ISIC_0431350,0.11141227
ISIC_0431499,0.2965762
ISIC_0431738,0.08654017
ISIC_0432133,0.22876306
ISIC_0432265,0.1493037
ISIC_0432894,0.16485982
ISIC_0433895,0.21484275
ISIC_0434253,0.17650601
ISIC_0434274,0.027721161
ISIC_0434285,0.048887305
ISIC_0434890,0.12194337
ISIC_0434920,0.037205316
ISIC_0435283,0.13980858
ISIC_0435396,0.06328498
ISIC_0436298,0.13844636
ISIC_0436727,0.22226544
ISIC_0436779,0.074766144
ISIC_0436884,0.12657003
ISIC_0437081,0.21637681
ISIC_0437384,0.0677567
ISIC_0437987,0.2922625
ISIC_0438584,0.24736719
ISIC_0439475,0.11663981
ISIC_0441244,0.09066801
ISIC_0442293,0.32477745
ISIC_0442567,0.18484882
ISIC_0445097,0.06625115
ISIC_0446097,0.2709439
ISIC_0446287,0.12247713
ISIC_0446447,0.11089565
ISIC_0448691,0.09588592
ISIC_0450552,0.10755362
ISIC_0451155,0.22438943
ISIC_0451665,0.20619564
ISIC_0452297,0.108918
ISIC_0453555,0.26207393
ISIC_0454124,0.11975553
ISIC_0454916,0.09558045
ISIC_0456176,0.38946304
ISIC_0456797,0.044672113
ISIC_0457344,0.14362183
ISIC_0457384,0.090316296
ISIC_0457494,0.11335249
ISIC_0457530,0.14665428
ISIC_0457688,0.2021964
ISIC_0459718,0.08798213
ISIC_0460023,0.087491386
ISIC_0460170,0.40110844
ISIC_0460323,0.07383094
ISIC_0461615,0.23529899
ISIC_0462037,0.07230793
ISIC_0462120,0.17877495
ISIC_0462327,0.045920502
ISIC_0462336,0.09005074
ISIC_0462792,0.051455956
ISIC_0463800,0.17208263
ISIC_0464417,0.20554943
ISIC_0465975,0.12852627
ISIC_0467617,0.1286343
ISIC_0468644,0.19199517
ISIC_0469457,0.2028459
ISIC_0470465,0.21880563
ISIC_0470699,0.5760374
ISIC_0473489,0.14681017
ISIC_0474220,0.050749905
ISIC_0476927,0.055033285
ISIC_0477213,0.14898679
ISIC_0477217,0.06026132
ISIC_0477424,0.08297368
ISIC_0477793,0.24643335
ISIC_0477875,0.115585566
ISIC_0477986,0.055058725
ISIC_0479726,0.29380134
ISIC_0479755,0.16261092
ISIC_0480158,0.05914424
ISIC_0481105,0.642995
ISIC_0482298,0.09901695
ISIC_0482617,0.03792236
ISIC_0485889,0.16400145
ISIC_0486436,0.09426402
ISIC_0487789,0.1291705
ISIC_0488846,0.20128325
ISIC_0490555,0.031263597
ISIC_0492058,0.103151396
ISIC_0493101,0.29186442
ISIC_0493429,0.29835746
ISIC_0493786,0.18638682
ISIC_0495167,0.16640794
ISIC_0495234,0.18282881
ISIC_0495887,0.3573788
ISIC_0495948,0.28938413
ISIC_0497721,0.17395498
ISIC_0498659,0.22976732
ISIC_0500319,0.08197122
ISIC_0500851,0.12955812
ISIC_0501199,0.25242853
ISIC_0501295,0.053761143
ISIC_0502032,0.0739407
ISIC_0502364,0.11817404
ISIC_0504453,0.25705287
ISIC_0504686,0.22329636
ISIC_0504935,0.062527135
ISIC_0505403,0.20954435
ISIC_0505447,0.065140195
ISIC_0506082,0.11326225
ISIC_0506198,0.09763662
ISIC_0508596,0.22418888
ISIC_0509538,0.058080476
ISIC_0510408,0.12763992
ISIC_0510439,0.054190796
ISIC_0510794,0.22700343
ISIC_0511981,0.27963126
ISIC_0513674,0.24578695
ISIC_0513808,0.13703816
ISIC_0515041,0.07546933
ISIC_0515737,0.28318918
ISIC_0517531,0.08022771
ISIC_0517673,0.14118847
ISIC_0519860,0.11802723
ISIC_0520611,0.337393
ISIC_0521580,0.09265193
ISIC_0521689,0.03509543
ISIC_0521877,0.05038507
ISIC_0522569,0.24170315
ISIC_0523596,0.13644585
ISIC_0524466,0.34988815
ISIC_0524604,0.14684835
ISIC_0525213,0.07050129
ISIC_0525405,0.1709549
ISIC_0527588,0.11676691
ISIC_0528304,0.20654364
ISIC_0528945,0.17512085
ISIC_0530946,0.21516427
ISIC_0532813,0.03993333
ISIC_0533917,0.06389605
ISIC_0535264,0.41118795
ISIC_0535812,0.2620006
ISIC_0536393,0.07647608
ISIC_0537310,0.18851422
ISIC_0537430,0.32326007
ISIC_0538335,0.1100959
ISIC_0538391,0.17935708
ISIC_0539046,0.09812469
ISIC_0539432,0.39539784
ISIC_0539662,0.065693684
ISIC_0541206,0.17925604
ISIC_0542744,0.14611903
ISIC_0542899,0.11025391
ISIC_0543866,0.089959905
ISIC_0544482,0.122483455
ISIC_0545219,0.18029004
ISIC_0545222,0.1534088
ISIC_0546119,0.09185683
ISIC_0546506,0.3366092
ISIC_0546632,0.14491488
ISIC_0546682,0.15916386
ISIC_0547086,0.23850736
ISIC_0548182,0.2710924
ISIC_0548968,0.19873074
ISIC_0550777,0.13335401
ISIC_0554395,0.045107525
ISIC_0554507,0.16198158
ISIC_0554535,0.067969486
ISIC_0554819,0.20437399
ISIC_0555540,0.3011233
ISIC_0556297,0.026997607
ISIC_0556505,0.21962881
ISIC_0556568,0.050840385
ISIC_0557285,0.057288416
ISIC_0557595,0.07669194
ISIC_0557850,0.062415797
ISIC_0558458,0.07084588
ISIC_0558563,0.062649205
ISIC_0558899,0.23678374
ISIC_0559101,0.22917072
ISIC_0561202,0.47061667
ISIC_0564203,0.06758089
ISIC_0565070,0.16662315
ISIC_0567332,0.27722806
ISIC_0570796,0.20623064
ISIC_0571162,0.17855664
ISIC_0571336,0.107562825
ISIC_0572486,0.0992181
ISIC_0574930,0.042408295
ISIC_0576125,0.071722165
ISIC_0578316,0.11840336
ISIC_0578354,0.3293813
ISIC_0579350,0.17169997
ISIC_0579367,0.34524196
ISIC_0580265,0.19031355
ISIC_0582447,0.17884438
ISIC_0582531,0.30887458
ISIC_0583833,0.09398987
ISIC_0584197,0.41444272
ISIC_0585534,0.5336919
ISIC_0586493,0.07097375
ISIC_0586601,0.13239641
ISIC_0587024,0.31168857
ISIC_0587027,0.29919308
ISIC_0587527,0.11826074
ISIC_0588157,0.11468117
ISIC_0588162,0.12967928
ISIC_0588352,0.5540602
ISIC_0589061,0.07676311
ISIC_0590646,0.043821514
ISIC_0591142,0.48324388
ISIC_0591685,0.04609103
ISIC_0592225,0.18106389
ISIC_0592796,0.095334455
ISIC_0594374,0.087350294
ISIC_0594932,0.1514071
ISIC_0595682,0.118916914
ISIC_0596005,0.14178863
ISIC_0596499,0.050802372
ISIC_0598190,0.0775153
ISIC_0598769,0.27184397
ISIC_0600649,0.26534587
ISIC_0600710,0.050659575
ISIC_0602170,0.061825406
ISIC_0602633,0.4181386
ISIC_0603307,0.13274184
ISIC_0604055,0.13003178
ISIC_0604516,0.17260963
ISIC_0605259,0.14812525
ISIC_0606244,0.6076707
ISIC_0607037,0.120308995
ISIC_0607397,0.05640488
ISIC_0607473,0.03601251
ISIC_0607693,0.078644864
ISIC_0608042,0.16907562
ISIC_0608105,0.12244709
ISIC_0608330,0.04676617
ISIC_0609220,0.03435731
ISIC_0609770,0.051291924
ISIC_0610325,0.45706224
ISIC_0611293,0.06561904
ISIC_0611390,0.17163596
ISIC_0611822,0.12944837
ISIC_0612337,0.08643449
ISIC_0613199,0.17695722
ISIC_0613239,0.05073903
ISIC_0613293,0.0548023
ISIC_0613555,0.32086986
ISIC_0613748,0.12987468
ISIC_0615241,0.061128974
ISIC_0616900,0.10068719
ISIC_0619695,0.10975869
ISIC_0620316,0.063320145
ISIC_0620379,0.17851487
ISIC_0620581,0.058308084
ISIC_0621355,0.065898485
ISIC_0621919,0.030680185
ISIC_0622203,0.03642854
ISIC_0622461,0.059920907
ISIC_0623254,0.0865709
ISIC_0623493,0.1496296
ISIC_0623650,0.09095833
ISIC_0624194,0.08736768
ISIC_0627128,0.36573386
ISIC_0627467,0.16418087
ISIC_0631039,0.09477403
ISIC_0633018,0.41089964
ISIC_0633831,0.34391516
ISIC_0634161,0.21789983
ISIC_0634896,0.22412422
ISIC_0635396,0.04578213
ISIC_0635721,0.34056145
ISIC_0636920,0.13528383
ISIC_0637104,0.652271
ISIC_0637231,0.084181875
ISIC_0639631,0.20940211
ISIC_0640439,0.12197181
ISIC_0641371,0.21285751
ISIC_0644758,0.06093312
ISIC_0644873,0.101710774
ISIC_0645560,0.23634711
ISIC_0646211,0.19464023
ISIC_0646723,0.10250286
ISIC_0647385,0.2082632
ISIC_0649394,0.3130924
ISIC_0650063,0.3889786
ISIC_0650090,0.17883599
ISIC_0653629,0.18443353
ISIC_0653693,0.039419346
ISIC_0653761,0.10853548
ISIC_0654120,0.09579627
ISIC_0655378,0.069325015
ISIC_0655512,0.22995491
ISIC_0656308,0.073687315
ISIC_0660782,0.42815524
ISIC_0660925,0.36815977
ISIC_0662288,0.19593474
ISIC_0663197,0.12572555
ISIC_0663707,0.04200843
ISIC_0664454,0.055782735
ISIC_0664524,0.14432272
ISIC_0665430,0.15677908
ISIC_0665521,0.04821067
ISIC_0667449,0.14241202
ISIC_0668855,0.42638355
ISIC_0669360,0.3333158
ISIC_0671119,0.19436331
ISIC_0673217,0.2467467
ISIC_0673441,0.112836555
ISIC_0673705,0.18815653
ISIC_0673777,0.07488423
ISIC_0673970,0.31359187
ISIC_0674308,0.22672948
ISIC_0674636,0.38813552
ISIC_0674769,0.051954497
ISIC_0675554,0.02774108
ISIC_0675743,0.047754966
ISIC_0676272,0.18656337
ISIC_0676443,0.1836979
ISIC_0676863,0.04709237
ISIC_0677660,0.07706869
ISIC_0678034,0.11985527
ISIC_0680997,0.22145799
ISIC_0681019,0.30567193
ISIC_0681410,0.17317489
ISIC_0681751,0.32343966
ISIC_0682057,0.11380811
ISIC_0682495,0.07409702
ISIC_0682907,0.06561626
ISIC_0682960,0.06530587
ISIC_0684256,0.2644424
ISIC_0684654,0.0633209
ISIC_0684862,0.24742976
ISIC_0685033,0.15982993
ISIC_0685067,0.14944649
ISIC_0686961,0.4160834
ISIC_0689307,0.03836468
ISIC_0692073,0.30598673
ISIC_0695000,0.17724338
ISIC_0695255,0.37324327
ISIC_0695851,0.070219845
ISIC_0697455,0.14409626
ISIC_0698209,0.13992913
ISIC_0700078,0.10403631
ISIC_0700201,0.06968485
ISIC_0701187,0.1822994
ISIC_0701649,0.12082352
ISIC_0701776,0.103496835
ISIC_0703440,0.058026563
ISIC_0703903,0.17212781
ISIC_0703979,0.08225367
ISIC_0704243,0.0944321
ISIC_0704245,0.12390318
ISIC_0704435,0.04218625
ISIC_0705764,0.18414918
ISIC_0705909,0.10417545
ISIC_0707036,0.15644737
ISIC_0707359,0.04370744
ISIC_0707819,0.0913665
ISIC_0708442,0.099127695
ISIC_0708867,0.12457614
ISIC_0708878,0.27562863
ISIC_0710840,0.12167796
ISIC_0712978,0.20727892
ISIC_0713157,0.048683256
ISIC_0714126,0.103206694
ISIC_0714540,0.08157072
ISIC_0715784,0.109673455
ISIC_0715864,0.10593915
ISIC_0716650,0.09242832
ISIC_0717635,0.13630776
ISIC_0718698,0.19748926
ISIC_0719763,0.059044503
ISIC_0720050,0.21565394
ISIC_0720319,0.13278376
ISIC_0721575,0.11005513
ISIC_0721927,0.14650811
ISIC_0722065,0.2080077
ISIC_0722323,0.07049282
ISIC_0723369,0.05974101
ISIC_0723819,0.11081336
ISIC_0724106,0.080598384
ISIC_0724784,0.14377107
ISIC_0727953,0.18968011
ISIC_0728055,0.24658105
ISIC_0728474,0.086262316
ISIC_0728977,0.04988547
ISIC_0729188,0.285711
ISIC_0729365,0.19410953
ISIC_0732158,0.18532583
ISIC_0732261,0.11570923
ISIC_0733408,0.23319244
ISIC_0734038,0.24530053
ISIC_0734761,0.10003431
ISIC_0735344,0.2097064
ISIC_0735361,0.30978614
ISIC_0735507,0.09392448
ISIC_0737285,0.31056744
ISIC_0737596,0.31423172
ISIC_0737951,0.2629808
ISIC_0738067,0.20624742
ISIC_0738616,0.074726984
ISIC_0739064,0.12708557
ISIC_0739401,0.23627687
ISIC_0740997,0.2842348
ISIC_0743576,0.06253742
ISIC_0743739,0.17572173
ISIC_0743789,0.11794452
ISIC_0746818,0.46973673
ISIC_0747114,0.058726065
ISIC_0748291,0.054538976
ISIC_0749073,0.26872885
ISIC_0749202,0.03243907
ISIC_0752872,0.09968008
ISIC_0753499,0.07623488
ISIC_0755453,0.18752675
ISIC_0756977,0.17574182
ISIC_0757171,0.20610818
ISIC_0758024,0.1655168
ISIC_0758246,0.056088857
ISIC_0758568,0.14744762
ISIC_0759383,0.29030567
ISIC_0760154,0.251079
ISIC_0760260,0.05636245
ISIC_0762091,0.07217805
ISIC_0763495,0.060429942
ISIC_0764739,0.19318722
ISIC_0765355,0.2802948
ISIC_0767812,0.04314212
ISIC_0769066,0.034415025
ISIC_0770095,0.097734824
ISIC_0770234,0.06950762
ISIC_0770508,0.3871868
ISIC_0770817,0.103485845
ISIC_0771788,0.20022865
ISIC_0772522,0.07857275
ISIC_0772578,0.2553645
ISIC_0772706,0.080829605
ISIC_0773190,0.078756556
ISIC_0774444,0.10500582
ISIC_0775579,0.19547556
ISIC_0775584,0.36376083
ISIC_0776524,0.1018183
ISIC_0776616,0.06223342
ISIC_0776803,0.112463236
ISIC_0776824,0.21918759
ISIC_0777077,0.17993116
ISIC_0778512,0.17932881
ISIC_0779258,0.06645684
ISIC_0780165,0.20649977
ISIC_0781571,0.37350988
ISIC_0784160,0.081147075
ISIC_0785830,0.14937682
ISIC_0786267,0.0975004
ISIC_0786322,0.3798346
ISIC_0788550,0.23945785
ISIC_0792325,0.041153062
ISIC_0792492,0.32558578
ISIC_0792564,0.05931855
ISIC_0792986,0.06328069
ISIC_0794617,0.21547687
ISIC_0795653,0.21626022
ISIC_0796707,0.08090676
ISIC_0797113,0.31358737
ISIC_0799427,0.19115996
ISIC_0799785,0.07975468
ISIC_0799979,0.21627438
ISIC_0800693,0.1312207
ISIC_0801740,0.06509663
ISIC_0802693,0.08792697
ISIC_0803310,0.03126313
ISIC_0803341,0.11865552
ISIC_0803636,0.069573596
ISIC_0804023,0.16873938
ISIC_0805392,0.034561805
ISIC_0807283,0.10317367
ISIC_0807404,0.08750564
ISIC_0808861,0.24730952
ISIC_0809377,0.07379988
ISIC_0809747,0.055488028
ISIC_0810336,0.44074363
ISIC_0810894,0.34205374
ISIC_0811323,0.07889272
ISIC_0813138,0.20519058
ISIC_0813352,0.12770851
ISIC_0814613,0.10354622
ISIC_0816087,0.18949726
ISIC_0816173,0.08786858
ISIC_0817883,0.058754493
ISIC_0818301,0.123271465
ISIC_0821277,0.07853985
ISIC_0821445,0.13583817
ISIC_0821598,0.07744621
ISIC_0822581,0.07103121
ISIC_0823047,0.1307646
ISIC_0823591,0.03291549
ISIC_0824050,0.069023415
ISIC_0825029,0.25108483
ISIC_0825725,0.19743338
ISIC_0829859,0.113138996
ISIC_0830589,0.06357616
ISIC_0834674,0.16243748
ISIC_0835778,0.17963529
ISIC_0836745,0.09808142
ISIC_0839044,0.14255713
ISIC_0839368,0.29490164
ISIC_0840535,0.07303291
ISIC_0840661,0.10203359
ISIC_0841028,0.22262558
ISIC_0842398,0.15414731
ISIC_0842798,0.17022984
ISIC_0843175,0.10170255
ISIC_0843626,0.18075633
ISIC_0844546,0.14745705
ISIC_0844930,0.08913132
ISIC_0844952,0.42451924
ISIC_0845696,0.14983268
ISIC_0848406,0.10466774
ISIC_0848986,0.09644107
ISIC_0851144,0.10015824
ISIC_0852759,0.12925443
ISIC_0853184,0.15211225
ISIC_0853566,0.13903487
ISIC_0853893,0.3199533
ISIC_0854582,0.12511091
ISIC_0855262,0.07274653
ISIC_0856987,0.062384624
ISIC_0857436,0.24490318
ISIC_0857443,0.13384621
ISIC_0857595,0.08173904
ISIC_0861327,0.07313231
ISIC_0862505,0.036316067
ISIC_0863212,0.25022778
ISIC_0864741,0.046860266
ISIC_0865303,0.13169514
ISIC_0866123,0.13023014
ISIC_0866838,0.105863705
ISIC_0867509,0.42850217
ISIC_0867683,0.18156421
ISIC_0868513,0.07060856
ISIC_0869415,0.07102086
ISIC_0870455,0.47185248
ISIC_0870529,0.05156333
ISIC_0871473,0.10231264
ISIC_0873174,0.40276757
ISIC_0874437,0.19304428
ISIC_0874522,0.055058382
ISIC_0874582,0.07210786
ISIC_0874773,0.40039325
ISIC_0875072,0.09901933
ISIC_0876617,0.20091455
ISIC_0876689,0.21640675
ISIC_0877438,0.061185002
ISIC_0877919,0.17534676
ISIC_0878952,0.07923244
ISIC_0879061,0.2742138
ISIC_0879986,0.14408258
ISIC_0881100,0.09191555
ISIC_0881645,0.14250813
ISIC_0881966,0.13520019
ISIC_0883924,0.04138012
ISIC_0884023,0.26306015
ISIC_0884538,0.17038181
ISIC_0885369,0.06359829
ISIC_0885617,0.3867836
ISIC_0886447,0.10823379
ISIC_0887532,0.069519736
ISIC_0887743,0.116132274
ISIC_0887966,0.2040269
ISIC_0890305,0.09707619
ISIC_0891059,0.049752377
ISIC_0891718,0.052482218
ISIC_0892179,0.2668571
ISIC_0893984,0.09991511
ISIC_0894308,0.11851261
ISIC_0894646,0.08657347
ISIC_0896427,0.39746574
ISIC_0897639,0.04655785
ISIC_0897958,0.0991725
ISIC_0898069,0.10866059
ISIC_0899393,0.044041168
ISIC_0900251,0.2128671
ISIC_0904702,0.04355191
ISIC_0904866,0.14501154
ISIC_0906558,0.21013737
ISIC_0908698,0.09231564
ISIC_0908910,0.31666523
ISIC_0909069,0.3448717
ISIC_0910022,0.07854402
ISIC_0913137,0.3119355
ISIC_0915083,0.091830656
ISIC_0915125,0.10756481
ISIC_0915404,0.18445368
ISIC_0915906,0.073687516
ISIC_0916159,0.06823431
ISIC_0916649,0.053201437
ISIC_0917619,0.25286275
ISIC_0917843,0.26228136
ISIC_0920023,0.16831131
ISIC_0923085,0.20522618
ISIC_0923805,0.21690126
ISIC_0924293,0.10200071
ISIC_0924421,0.040897727
ISIC_0925021,0.41857594
ISIC_0925309,0.08008255
ISIC_0925595,0.1781195
ISIC_0928578,0.11597304
ISIC_0929007,0.13484566
ISIC_0929505,0.08757947
ISIC_0929834,0.30062017
