image_name,target,predictions
ISIC_1046786,0.0,0.18608814477920532
ISIC_4887256,0.0,0.09460249543190002
ISIC_0565836,0.0,0.14096206426620483
ISIC_3875647,0.0,0.48257866501808167
ISIC_4306308,0.0,0.05043885111808777
ISIC_7458699,0.0,0.2994292676448822
ISIC_8541533,0.0,0.054242849349975586
ISIC_2996391,0.0,0.1279546320438385
ISIC_9509844,0.0,0.16001519560813904
ISIC_3381981,0.0,0.0020349621772766113
ISIC_0527166,0.0,0.04825201630592346
ISIC_1037380,0.0,0.12003320455551147
ISIC_7562175,0.0,0.023536384105682373
ISIC_2400515,0.0,0.4052627682685852
ISIC_4876378,0.0,0.005947679281234741
ISIC_5442464,0.0,0.17673185467720032
ISIC_9328512,0.0,0.04671764373779297
ISIC_0311853,0.0,0.1494615375995636
ISIC_4259202,0.0,0.05882951617240906
ISIC_7656240,0.0,0.11179649829864502
ISIC_6493373,0.0,0.13806408643722534
ISIC_0311783,0.0,0.1336558759212494
ISIC_5049325,0.0,0.26285529136657715
ISIC_9174092,0.0,0.06352534890174866
ISIC_2490282,0.0,0.19586244225502014
ISIC_1631440,0.0,0.14419320225715637
ISIC_1690665,0.0,0.2897108793258667
ISIC_0427760,0.0,0.06053546071052551
ISIC_2288919,0.0,0.06895175576210022
ISIC_6344114,0.0,0.43927544355392456
ISIC_9417604,0.0,0.34983956813812256
ISIC_1013841,0.0,0.06258431077003479
ISIC_5090724,0.0,0.13050737977027893
ISIC_2034923,0.0,0.04493379592895508
ISIC_5230385,0.0,0.3338845372200012
ISIC_5379122,0.0,0.09083974361419678
ISIC_9308275,0.0,0.049892693758010864
ISIC_8007828,0.0,0.10643821954727173
ISIC_4823597,0.0,0.05883675813674927
ISIC_7108282,0.0,0.17129182815551758
ISIC_1733130,0.0,0.11042028665542603
ISIC_0596942,0.0,0.04120445251464844
ISIC_9555702,0.0,0.044505178928375244
ISIC_7175873,0.0,0.3707472085952759
ISIC_5506059,0.0,0.14603197574615479
ISIC_1961213,0.0,0.28562024235725403
ISIC_4879050,0.0,0.1612100601196289
ISIC_9147785,0.0,0.1664629876613617
ISIC_3433552,0.0,0.05177789926528931
ISIC_9051057,0.0,0.04203671216964722
ISIC_7891992,0.0,0.22633880376815796
ISIC_0711907,0.0,0.11396026611328125
ISIC_5825647,0.0,0.38905206322669983
ISIC_1083365,0.0,0.2823482155799866
ISIC_9607725,0.0,0.0003491640090942383
ISIC_1190567,0.0,0.09035378694534302
ISIC_2790561,0.0,0.2128649353981018
ISIC_1631082,0.0,0.16008296608924866
ISIC_1396510,0.0,0.4496188163757324
ISIC_6031634,0.0,0.21115735173225403
ISIC_7049334,0.0,0.1437167525291443
ISIC_7990781,0.0,0.07603630423545837
ISIC_4376010,0.0,0.1331031620502472
ISIC_7647201,0.0,0.18014255166053772
ISIC_5649978,0.0,0.11343011260032654
ISIC_7754760,0.0,0.12221819162368774
ISIC_3510802,0.0,0.19349616765975952
ISIC_8827637,0.0,0.16317647695541382
ISIC_2375394,0.0,0.00014826655387878418
ISIC_8556150,0.0,0.05384165048599243
ISIC_9353514,0.0,0.21722310781478882
ISIC_7934896,0.0,0.1767500340938568
ISIC_9829436,0.0,0.06418105959892273
ISIC_4132022,0.0,0.1359671950340271
ISIC_9448690,0.0,0.32976579666137695
ISIC_5193810,0.0,0.35527724027633667
ISIC_3383093,0.0,0.05972513556480408
ISIC_0163110,0.0,0.25224828720092773
ISIC_3114110,0.0,0.15500468015670776
ISIC_5364122,0.0,0.08255153894424438
ISIC_4175400,0.0,0.03859952092170715
ISIC_1410481,0.0,0.353982150554657
ISIC_9847262,0.0,0.10566151142120361
ISIC_7292533,0.0,0.057673513889312744
ISIC_9083592,0.0,0.06714794039726257
ISIC_3252522,0.0,0.3929370045661926
ISIC_3279911,0.0,0.04242366552352905
ISIC_7313564,0.0,0.12691891193389893
ISIC_6074613,0.0,0.3193485140800476
ISIC_2082114,0.0,0.043160051107406616
ISIC_5506360,0.0,0.2525289058685303
ISIC_4912369,0.0,0.06660899519920349
ISIC_8286826,0.0,0.09610959887504578
ISIC_8913166,0.0,0.049453020095825195
ISIC_1018102,0.0,0.1466236710548401
ISIC_4170498,0.0,0.23195862770080566
ISIC_9237244,0.0,0.24508309364318848
ISIC_3470672,0.0,0.05091172456741333
ISIC_2155496,0.0,0.16601034998893738
ISIC_4200673,0.0,0.046027302742004395
ISIC_6255613,0.0,0.09686383605003357
ISIC_1025192,0.0,0.05103546380996704
ISIC_8663136,0.0,0.1022200882434845
ISIC_0365216,0.0,0.04020589590072632
ISIC_9230826,0.0,0.10600373148918152
ISIC_0749089,0.0,0.28424423933029175
ISIC_7896286,0.0,0.1909599006175995
ISIC_3449574,0.0,0.3057790994644165
ISIC_7212975,0.0,0.13334855437278748
ISIC_5453231,0.0,0.13849973678588867
ISIC_1189827,0.0,0.45040076971054077
ISIC_3072844,0.0,0.05726161599159241
ISIC_0834704,0.0,0.07329651713371277
ISIC_9487287,0.0,0.21628841757774353
ISIC_8537867,0.0,0.35909679532051086
ISIC_1068686,1.0,0.3809618353843689
ISIC_9560390,0.0,0.32256752252578735
ISIC_6574872,0.0,0.21979397535324097
ISIC_3729538,0.0,0.24191418290138245
ISIC_8670684,0.0,0.0666094422340393
ISIC_8651078,0.0,0.06402862071990967
ISIC_1058326,0.0,0.06971055269241333
ISIC_9948820,0.0,0.2587992548942566
ISIC_2697083,1.0,0.41387900710105896
ISIC_4212184,0.0,0.089922696352005
ISIC_4323332,0.0,0.057710736989974976
ISIC_6904410,0.0,0.05590537190437317
ISIC_3228446,0.0,0.12093845009803772
ISIC_7505369,0.0,0.06470805406570435
ISIC_0206325,0.0,0.07710155844688416
ISIC_5573611,0.0,0.3405879735946655
ISIC_2986684,0.0,0.0014816522598266602
ISIC_0492862,0.0,0.1910114586353302
ISIC_9998965,0.0,0.3965173661708832
ISIC_3852802,0.0,0.1909189522266388
ISIC_4312047,0.0,0.08009758591651917
ISIC_6868089,0.0,0.06148409843444824
ISIC_1193513,0.0,0.19001808762550354
ISIC_8332109,0.0,0.15879961848258972
ISIC_6786823,0.0,0.21356871724128723
ISIC_1926856,0.0,0.26743683218955994
ISIC_1959939,1.0,0.37124383449554443
ISIC_4752710,0.0,0.2525978088378906
ISIC_4626633,0.0,0.18102949857711792
ISIC_7514918,0.0,0.33810800313949585
ISIC_7577395,1.0,0.28007566928863525
ISIC_8523262,0.0,0.1824965476989746
ISIC_9573024,0.0,0.05313989520072937
ISIC_1067985,0.0,0.3941071629524231
ISIC_6211801,0.0,0.32838737964630127
ISIC_2301029,0.0,0.04884040355682373
ISIC_6268014,0.0,0.054314106702804565
ISIC_5327000,0.0,0.10381928086280823
ISIC_5331204,0.0,0.15405499935150146
ISIC_8818862,0.0,0.14625680446624756
ISIC_2507340,0.0,0.08794644474983215
ISIC_9288923,0.0,0.040537357330322266
ISIC_3157826,0.0,0.2725258469581604
ISIC_3666219,0.0,0.10556933283805847
ISIC_3941214,0.0,0.0038221776485443115
ISIC_5273043,0.0,0.08355152606964111
ISIC_3153808,0.0,0.1312861442565918
ISIC_8598545,0.0,0.05885380506515503
ISIC_2439714,0.0,0.17008718848228455
ISIC_7105964,0.0,0.16543635725975037
ISIC_2776702,0.0,0.18922466039657593
ISIC_8222678,0.0,0.31419801712036133
ISIC_0433142,0.0,0.21891731023788452
ISIC_6648052,0.0,0.12278538942337036
ISIC_1588022,0.0,0.10305365920066833
ISIC_7781801,0.0,0.17390316724777222
ISIC_6948604,0.0,0.1255100965499878
ISIC_7118851,0.0,0.20792895555496216
ISIC_2046223,0.0,0.126804918050766
ISIC_8109052,0.0,0.15117695927619934
ISIC_6534346,0.0,0.19558429718017578
ISIC_2498215,0.0,0.05209556221961975
ISIC_7090324,0.0,0.15505385398864746
ISIC_5703639,0.0,0.06150239706039429
ISIC_4760061,0.0,0.14126917719841003
ISIC_7124160,0.0,0.11069750785827637
ISIC_0691357,0.0,0.2114018201828003
ISIC_0889483,0.0,0.4355257451534271
ISIC_0509247,0.0,0.11748307943344116
ISIC_8252406,1.0,0.5852370262145996
ISIC_9479804,0.0,0.24434879422187805
ISIC_3302025,0.0,0.2539869248867035
ISIC_9568166,0.0,0.04332426190376282
ISIC_6717727,0.0,0.15228065848350525
ISIC_0305679,0.0,0.0002244710922241211
ISIC_4935711,0.0,0.13367614150047302
ISIC_1185128,0.0,0.05447551608085632
ISIC_9335977,0.0,0.06332069635391235
ISIC_9899912,0.0,0.4722873866558075
ISIC_6353530,0.0,0.12213817238807678
ISIC_9644567,0.0,0.05180814862251282
ISIC_9176281,0.0,0.06771805882453918
ISIC_6177730,0.0,0.11173835396766663
ISIC_5709790,0.0,0.3366469442844391
ISIC_3402347,0.0,0.050389230251312256
ISIC_7710816,0.0,0.08938133716583252
ISIC_9658175,0.0,0.22345909476280212
ISIC_1849227,0.0,0.04643788933753967
ISIC_6326389,0.0,0.3145681321620941
ISIC_1514364,0.0,0.0007163882255554199
ISIC_7122402,0.0,0.20323678851127625
ISIC_7769213,0.0,0.28033530712127686
ISIC_4938791,0.0,0.054116904735565186
ISIC_9971280,0.0,0.05984371900558472
ISIC_1514642,0.0,0.18786820769309998
ISIC_6208502,0.0,0.07055643200874329
ISIC_9871571,0.0,0.11656123399734497
ISIC_9650848,0.0,0.07405579090118408
ISIC_7829869,0.0,0.45869678258895874
ISIC_9886866,0.0,0.07001620531082153
ISIC_2097704,0.0,0.26702606678009033
ISIC_2790630,0.0,0.2914525270462036
ISIC_7768782,0.0,0.32471492886543274
ISIC_5903054,0.0,0.05728313326835632
ISIC_2133980,0.0,0.5095013976097107
ISIC_8591692,0.0,0.09029319882392883
ISIC_2235950,0.0,0.348066121339798
ISIC_4613450,0.0,0.08084443211555481
ISIC_7616324,0.0,0.3817804753780365
ISIC_7921023,0.0,0.2977851629257202
ISIC_1161936,0.0,0.07086658477783203
ISIC_4068301,0.0,0.05341559648513794
ISIC_5985961,0.0,0.3559792637825012
ISIC_4181042,0.0,0.18061164021492004
ISIC_8419411,0.0,0.10285970568656921
ISIC_1695065,0.0,0.06986415386199951
ISIC_3567524,0.0,0.3212088942527771
ISIC_5261611,0.0,0.2890245318412781
ISIC_7293349,0.0,0.09960687160491943
ISIC_4742279,0.0,0.04413902759552002
ISIC_0435434,0.0,0.4083034098148346
ISIC_1825131,0.0,0.1333349347114563
ISIC_5990316,0.0,0.13888481259346008
ISIC_0772957,0.0,0.060020118951797485
ISIC_0497817,0.0,0.4559949040412903
ISIC_6866979,0.0,0.1842362880706787
ISIC_2450785,0.0,0.1673801839351654
ISIC_3335955,0.0,0.2524235248565674
ISIC_6177583,0.0,0.10905447602272034
ISIC_9127114,0.0,0.44961217045783997
ISIC_6791989,0.0,0.0648077130317688
ISIC_5388893,0.0,0.1526261866092682
ISIC_2012509,0.0,0.26938778162002563
ISIC_8177391,0.0,0.07356330752372742
ISIC_4996867,0.0,0.3911948800086975
ISIC_8277301,0.0,0.10440874099731445
ISIC_9927067,0.0,0.38138681650161743
ISIC_5267208,1.0,0.4183788299560547
ISIC_0428656,0.0,0.13177630305290222
ISIC_5498059,0.0,0.06065914034843445
ISIC_7882247,0.0,0.12524518370628357
ISIC_2286175,0.0,0.10682207345962524
ISIC_8528824,0.0,0.07695755362510681
ISIC_5534167,0.0,0.13997229933738708
ISIC_4452168,0.0,0.29542994499206543
ISIC_4965967,0.0,0.1449325680732727
ISIC_2027490,0.0,0.06880587339401245
ISIC_1466584,0.0,0.17823326587677002
ISIC_6405298,0.0,0.2585400342941284
ISIC_5443036,0.0,0.07598209381103516
ISIC_1969066,0.0,0.2047392725944519
ISIC_1562894,0.0,0.1598387062549591
ISIC_1362234,0.0,0.22090843319892883
ISIC_7416797,0.0,0.14489376544952393
ISIC_2699336,0.0,0.129314124584198
ISIC_2478104,0.0,0.21423152089118958
ISIC_7429736,0.0,0.045721232891082764
ISIC_2184202,0.0,0.27064645290374756
ISIC_7580756,0.0,0.16160452365875244
ISIC_9593344,0.0,0.20849022269248962
ISIC_8511557,0.0,0.10402661561965942
ISIC_5152619,0.0,0.14384427666664124
ISIC_3524193,0.0,0.14025205373764038
ISIC_3209456,0.0,0.17559301853179932
ISIC_0769159,0.0,0.1468542218208313
ISIC_4780793,0.0,0.16144096851348877
ISIC_9659586,0.0,0.24394336342811584
ISIC_8032758,0.0,0.3686731457710266
ISIC_2402717,0.0,0.07493475079536438
ISIC_6762061,0.0,0.1329449713230133
ISIC_8015990,0.0,0.08057233691215515
ISIC_3430447,0.0,0.13301816582679749
ISIC_6453506,0.0,0.01140323281288147
ISIC_3092441,0.0,0.18215849995613098
ISIC_2174927,0.0,0.1175067126750946
ISIC_6778936,0.0,0.044898152351379395
ISIC_5358234,0.0,0.09244495630264282
ISIC_6139375,0.0,0.07512277364730835
ISIC_0591226,0.0,0.08292317390441895
ISIC_6245575,0.0,0.07171711325645447
ISIC_6781041,0.0,0.15880465507507324
ISIC_9022213,0.0,0.1299576759338379
ISIC_1838904,0.0,0.15833380818367004
ISIC_6485348,0.0,0.1572774052619934
ISIC_2698722,0.0,0.07045340538024902
ISIC_9499185,0.0,0.11954760551452637
ISIC_2345768,0.0,0.05752003192901611
ISIC_3991670,0.0,0.38978269696235657
ISIC_8455915,0.0,0.054261237382888794
ISIC_1716626,0.0,0.1724916696548462
ISIC_8190151,0.0,0.1877795159816742
ISIC_6851030,0.0,0.06784069538116455
ISIC_5107655,0.0,0.00044018030166625977
ISIC_4089243,0.0,0.13849517703056335
ISIC_9865682,0.0,0.13206696510314941
ISIC_0841327,0.0,0.4323444366455078
ISIC_9626777,0.0,0.09177029132843018
ISIC_1683052,0.0,0.28186869621276855
ISIC_7005376,0.0,0.29105237126350403
ISIC_5076871,0.0,0.06663951277732849
ISIC_5005747,0.0,0.082771897315979
ISIC_3600346,0.0,0.051243096590042114
ISIC_8949026,0.0,0.1256849467754364
ISIC_4315525,0.0,0.05457690358161926
ISIC_3766399,0.0,0.1648859977722168
ISIC_7740744,0.0,0.32919296622276306
ISIC_6419248,0.0,0.060680091381073
ISIC_2932418,0.0,0.18379667401313782
ISIC_7976724,0.0,0.13765233755111694
ISIC_4826546,0.0,0.23754549026489258
ISIC_6480121,0.0,0.1811630129814148
ISIC_4248524,0.0,0.06514903903007507
ISIC_7418441,0.0,0.596686840057373
ISIC_6634914,0.0,0.10616165399551392
ISIC_0938927,0.0,0.125137597322464
ISIC_1178018,0.0,0.06524667143821716
ISIC_5110133,0.0,0.0028224289417266846
ISIC_1361124,0.0,0.3368064761161804
ISIC_2442872,0.0,0.003172159194946289
ISIC_0920968,0.0,0.05292642116546631
ISIC_8114321,0.0,0.15540501475334167
ISIC_1076554,0.0,0.18890807032585144
ISIC_3673482,0.0,0.27754586935043335
ISIC_1384176,0.0,0.425293505191803
ISIC_7570891,0.0,0.14582282304763794
ISIC_3794186,0.0,0.15863335132598877
ISIC_3421249,0.0,0.14228472113609314
ISIC_2414367,0.0,0.1362798511981964
ISIC_0709934,0.0,0.09974291920661926
ISIC_7892362,0.0,0.2796289622783661
ISIC_5737191,0.0,0.12724539637565613
ISIC_6721919,0.0,0.08481770753860474
ISIC_4581029,0.0,0.23270994424819946
ISIC_7101732,1.0,0.3117680549621582
ISIC_2904474,0.0,0.2053852677345276
ISIC_3659906,0.0,0.05189704895019531
ISIC_8095981,0.0,0.14642015099525452
ISIC_2700731,0.0,0.16480311751365662
ISIC_5096748,0.0,0.09076029062271118
ISIC_2103508,0.0,0.31954601407051086
ISIC_6003494,0.0,0.08721926808357239
ISIC_7397447,0.0,0.16551992297172546
ISIC_1990771,0.0,0.23929080367088318
ISIC_8835154,0.0,0.3252631425857544
ISIC_8846065,0.0,0.3018333911895752
ISIC_2102551,0.0,0.1153067946434021
ISIC_9886225,0.0,0.06676584482192993
ISIC_3190208,0.0,0.29552459716796875
ISIC_2544870,0.0,0.11842793226242065
ISIC_9893686,0.0,0.25516682863235474
ISIC_3739214,0.0,0.13380342721939087
ISIC_2124148,0.0,0.04685506224632263
ISIC_2901944,0.0,0.3031911551952362
ISIC_1631050,0.0,0.2583250403404236
ISIC_8965285,0.0,0.1582455337047577
ISIC_0963117,0.0,0.07059934735298157
ISIC_6448063,0.0,0.357186496257782
ISIC_9176489,0.0,0.20800483226776123
ISIC_0996465,0.0,0.3587532043457031
ISIC_4582670,0.0,0.16362547874450684
ISIC_5133804,0.0,0.06106191873550415
ISIC_5255175,0.0,0.09432795643806458
ISIC_9706318,0.0,0.08566686511039734
ISIC_3262171,0.0,0.25269120931625366
ISIC_5485142,0.0,0.6653029322624207
ISIC_2418954,0.0,0.1524830460548401
ISIC_8223051,0.0,0.22297358512878418
ISIC_4802066,0.0,0.055814266204833984
ISIC_5296786,0.0,0.2415410280227661
ISIC_2945324,0.0,0.11452275514602661
ISIC_5386739,0.0,0.1278172731399536
ISIC_9378883,0.0,0.15056908130645752
ISIC_6194235,0.0,0.1441541314125061
ISIC_9482037,0.0,0.07456144690513611
ISIC_0805472,0.0,0.11340346932411194
ISIC_4750803,0.0,0.5002006888389587
ISIC_1299998,0.0,0.007703006267547607
ISIC_6319742,0.0,0.2948511242866516
ISIC_5626944,0.0,0.0433809757232666
ISIC_3441698,0.0,0.14193710684776306
ISIC_7240915,0.0,0.3151401877403259
ISIC_0448050,0.0,0.1684730052947998
ISIC_5015081,0.0,0.11667931079864502
ISIC_0372318,0.0,0.1359480619430542
ISIC_8595896,0.0,0.23293933272361755
ISIC_0161840,0.0,0.26093918085098267
ISIC_9348374,0.0,0.44427141547203064
ISIC_0576455,0.0,0.0529094934463501
ISIC_1380069,0.0,0.3246228098869324
ISIC_2762964,0.0,0.16668850183486938
ISIC_7402440,0.0,0.09312045574188232
ISIC_1805602,0.0,0.08404433727264404
ISIC_5026265,0.0,0.14137420058250427
ISIC_7166932,0.0,0.22042909264564514
ISIC_3151260,0.0,0.18343627452850342
ISIC_2824280,0.0,0.0455070436000824
ISIC_5747942,1.0,0.36832696199417114
ISIC_9985776,0.0,0.24705874919891357
ISIC_5555096,0.0,0.17921939492225647
ISIC_4612015,0.0,0.32358577847480774
ISIC_2325035,0.0,0.04963657259941101
ISIC_9720236,0.0,0.347611665725708
ISIC_5365919,0.0,0.10913616418838501
ISIC_9899644,0.0,0.058668285608291626
ISIC_7847667,0.0,0.05189630389213562
ISIC_7338250,0.0,0.2032930552959442
ISIC_4698219,0.0,0.05641862750053406
ISIC_0929483,0.0,0.05979436635971069
ISIC_3250763,0.0,0.12858864665031433
ISIC_6289835,0.0,0.20310688018798828
ISIC_2019149,0.0,0.17800629138946533
ISIC_1620841,0.0,0.2580750286579132
ISIC_0820029,0.0,0.12630513310432434
ISIC_5203504,0.0,0.24374955892562866
ISIC_8375933,0.0,0.2394917607307434
ISIC_0171946,0.0,0.034859925508499146
ISIC_6569060,0.0,0.09479987621307373
ISIC_6655383,0.0,0.14361423254013062
ISIC_2180439,0.0,0.17443490028381348
ISIC_2975603,0.0,0.12562474608421326
ISIC_8395493,0.0,0.34474217891693115
ISIC_6408480,0.0,0.2087281346321106
ISIC_6963023,0.0,0.0577390193939209
ISIC_1983334,0.0,0.2800637483596802
ISIC_6548812,0.0,0.055283963680267334
ISIC_9188197,0.0,0.22491461038589478
ISIC_6178350,0.0,0.2706620693206787
ISIC_4795570,0.0,0.2510862648487091
ISIC_4433552,0.0,0.1920442283153534
ISIC_8516516,0.0,0.18761810660362244
ISIC_5746706,0.0,0.2908260226249695
ISIC_4536012,0.0,0.2751829922199249
ISIC_2891834,0.0,0.20641866326332092
ISIC_9758861,0.0,0.057016611099243164
ISIC_8711778,0.0,0.11080718040466309
ISIC_6167855,0.0,0.29996204376220703
ISIC_5971591,0.0,0.189240962266922
ISIC_2468572,0.0,0.05160805583000183
ISIC_8284602,0.0,0.10638424754142761
ISIC_5299304,0.0,0.10077902674674988
ISIC_2108938,0.0,0.2978743016719818
ISIC_5587216,0.0,0.09630599617958069
ISIC_7067750,0.0,0.11420896649360657
ISIC_6124481,1.0,0.20530512928962708
ISIC_4875724,0.0,0.10476061701774597
ISIC_9576269,0.0,0.05722430348396301
ISIC_6542162,0.0,0.2389703392982483
ISIC_7697022,0.0,0.05141866207122803
ISIC_7668206,0.0,0.10634467005729675
ISIC_6899551,0.0,0.08841806650161743
ISIC_8808006,0.0,0.2801077961921692
ISIC_3199821,0.0,0.31248655915260315
ISIC_4426187,0.0,0.16580712795257568
ISIC_1282063,0.0,0.1193789541721344
ISIC_8964827,0.0,0.1807643473148346
ISIC_6255113,1.0,0.518369197845459
ISIC_4767789,0.0,0.16483455896377563
ISIC_7762499,0.0,0.2264413833618164
ISIC_4926788,0.0,0.04576250910758972
ISIC_4075338,0.0,0.21818813681602478
ISIC_8843217,0.0,0.14801251888275146
ISIC_1983754,0.0,0.14468419551849365
ISIC_2523171,0.0,0.307563453912735
ISIC_0313653,0.0,0.11096882820129395
ISIC_1891539,0.0,0.09009093046188354
ISIC_0849385,0.0,0.14121857285499573
ISIC_7033152,0.0,0.11993744969367981
ISIC_4732684,0.0,0.09370335936546326
ISIC_1076339,0.0,0.08083948493003845
ISIC_4212454,0.0,0.31836414337158203
ISIC_5645194,0.0,0.16609400510787964
ISIC_1676689,0.0,0.24425795674324036
ISIC_8762437,0.0,0.09270185232162476
ISIC_4433582,0.0,0.15201318264007568
ISIC_0536865,0.0,0.09696730971336365
ISIC_8934691,0.0,0.25671976804733276
ISIC_4980656,1.0,0.6114805340766907
ISIC_0546225,0.0,0.22327351570129395
ISIC_3065175,0.0,0.2893432378768921
ISIC_4362713,1.0,0.36069631576538086
ISIC_4749576,0.0,0.0876629650592804
ISIC_3617229,0.0,0.054757773876190186
ISIC_6459627,0.0,0.22233295440673828
ISIC_2207683,0.0,0.18620240688323975
ISIC_1970027,0.0,0.14073845744132996
ISIC_0378118,0.0,0.14459753036499023
ISIC_6575414,0.0,0.05850785970687866
ISIC_0313507,0.0,0.14137151837348938
ISIC_1287370,0.0,0.10990619659423828
ISIC_8808756,0.0,0.14983850717544556
ISIC_0316933,0.0,0.32423245906829834
ISIC_2904067,0.0,0.5619531869888306
ISIC_5132536,0.0,0.0617537796497345
ISIC_6491919,0.0,0.17889249324798584
ISIC_6162663,0.0,0.07720759510993958
ISIC_6852275,0.0,0.27308985590934753
ISIC_7947102,0.0,0.1555151343345642
ISIC_3846717,0.0,0.043680429458618164
ISIC_6783107,0.0,0.1400778591632843
ISIC_4786417,0.0,0.13451960682868958
ISIC_5704178,0.0,0.058393001556396484
ISIC_6813359,0.0,0.0560699999332428
ISIC_5322011,0.0,0.0903647243976593
ISIC_9718957,0.0,0.07284536957740784
ISIC_1082020,0.0,0.11514204740524292
ISIC_8158785,0.0,0.09944909811019897
ISIC_3590482,0.0,0.2601499557495117
ISIC_5809019,0.0,0.23367640376091003
ISIC_6324383,0.0,0.11882668733596802
ISIC_1293199,0.0,0.2553247809410095
ISIC_0156772,0.0,0.18111300468444824
ISIC_4608846,0.0,0.24346020817756653
ISIC_0469542,0.0,0.1406768560409546
ISIC_8288656,0.0,0.49777138233184814
ISIC_3016696,0.0,0.07762205600738525
ISIC_1871497,0.0,0.1169741153717041
ISIC_0311112,0.0,0.054890215396881104
ISIC_2295101,0.0,0.3732883930206299
